neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,daily_price,number_of_reviews,review_scores_rating,review_scores_location,TV,WiFi,Air_Condition,Wheelchair_accessible,Kitchen,Breakfast,Elevator,Heating,Washer,Iron,Luggage_dropoff_allowed,Pets_allowed,Smoking_allowed
6,2,3,1,1,39,78,80,10,0,1,0,0,1,0,1,1,0,1,0,0,0
6,2,3,1,1,55,16,88,10,0,0,0,0,1,0,0,1,1,0,0,0,0
6,2,3,0,1,47,48,93,10,0,1,0,0,1,0,0,0,1,0,0,0,0
6,2,3,0,1,55,13,89,10,0,0,1,0,1,0,0,1,1,1,0,1,1
6,2,3,1,1,29,21,90,10,0,1,0,0,1,0,1,1,1,1,1,0,0
6,4,3,0,2,38,79,78,9,0,1,0,0,1,0,1,0,0,1,1,0,0
6,2,3,1,1,39,8,73,8,0,1,0,0,1,0,1,1,1,1,1,0,0
6,5,3,1,3,30,70,76,9,0,1,0,0,1,0,0,1,0,0,0,0,0
6,2,3,1,1,105,2,80,10,0,1,1,0,1,0,0,1,1,1,0,0,0
6,4,5,1,1,95,21,100,10,0,1,1,0,1,0,1,1,1,1,0,0,1
6,3,3,1,2,55,3,100,9,0,1,0,0,1,0,1,1,1,0,0,0,0
6,4,3,2,2,80,2,100,10,0,1,0,0,1,0,0,1,1,1,1,0,0
6,3,3,2,3,88,30,99,9,0,1,1,0,1,0,0,1,1,1,0,0,0
6,3,3,0,2,26,66,77,10,0,1,0,0,1,0,1,0,0,1,0,0,0
6,3,3,1,2,50,4,90,10,0,1,1,0,1,0,1,1,1,0,0,0,0
6,3,3,1,1,80,3,93,10,0,1,0,0,0,0,0,0,0,1,0,1,1
6,4,4,2,3,240,1,100,10,0,1,1,0,1,0,1,1,1,1,0,0,0
6,3,3,1,2,250,2,100,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,3,3,1,3,200,2,100,10,0,1,1,0,1,0,1,1,1,1,0,0,0
6,3,3,1,2,40,21,77,9,0,1,0,0,1,0,0,1,0,0,0,0,0
6,4,3,1,2,80,34,98,10,0,1,1,0,1,0,1,1,0,0,0,0,0
6,3,3,1,1,90,8,100,10,0,1,1,0,1,0,0,1,1,0,0,0,0
6,3,4,0,1,40,30,95,8,0,1,1,0,1,0,1,1,1,1,0,0,0
6,2,3,1,2,70,23,92,10,0,0,0,0,0,0,0,1,0,0,0,1,1
6,1,3,0,1,56,5,80,8,0,1,0,0,1,0,0,0,0,1,0,0,0
6,3,3,1,2,32,30,89,8,0,1,0,0,1,0,1,1,0,1,0,0,0
6,4,3,1,1,90,41,99,10,0,1,1,0,1,0,1,1,1,1,0,0,0
6,5,3,2,4,65,13,92,10,0,1,1,0,1,0,1,1,1,1,0,0,0
6,2,3,0,1,55,5,90,10,0,1,0,0,1,0,0,1,0,0,0,0,0
6,3,3,0,2,56,41,81,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,4,3,0,2,54,66,93,10,0,1,0,0,1,0,1,1,1,1,0,1,0
6,5,5,2,3,70,1,100,10,0,1,0,0,1,0,0,1,1,1,0,0,1
6,2,3,1,2,70,10,94,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,4,3,1,2,60,32,100,10,0,1,1,0,1,0,1,1,1,1,1,1,0
6,2,3,0,2,250,5,92,10,0,1,1,0,1,0,0,1,1,0,0,0,0
6,2,3,1,1,100,6,100,10,0,1,1,0,1,0,1,1,0,0,0,0,0
6,4,3,1,2,75,13,95,10,0,1,1,0,1,0,1,1,1,1,1,1,0
6,5,3,2,3,97,1,80,10,0,0,0,0,1,0,1,1,1,1,0,0,0
6,5,5,4,3,835,1,100,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,2,3,1,1,50,8,93,9,0,1,1,0,1,0,0,1,1,0,0,0,0
6,2,3,1,1,38,1,80,10,0,1,1,0,1,0,1,1,1,0,0,0,0
6,2,3,0,1,45,36,86,8,0,0,0,0,1,0,0,1,1,0,0,0,1
6,3,3,1,2,45,25,95,9,0,1,1,0,1,0,0,1,1,0,0,0,0
6,4,3,1,2,80,6,80,10,0,1,1,0,1,0,1,1,1,0,0,0,0
6,2,3,1,2,75,1,100,10,0,1,0,0,1,0,1,1,1,1,0,0,0
6,2,3,1,1,72,10,98,10,0,1,1,0,1,0,0,1,1,0,0,0,0
6,2,3,1,1,50,1,80,10,0,1,1,0,1,0,0,1,1,0,0,0,0
6,2,3,1,1,100,2,90,10,0,0,1,0,0,0,0,1,0,1,0,0,0
6,4,3,1,2,68,2,70,10,0,0,0,0,1,0,1,1,1,1,0,0,0
6,3,3,0,2,75,3,100,10,0,1,0,0,1,0,0,1,1,1,0,1,0
6,2,3,1,1,70,1,100,10,0,1,0,0,1,0,0,1,1,0,0,1,0
6,2,3,1,1,64,12,93,9,0,1,0,0,1,0,0,1,1,1,0,0,0
6,3,3,1,2,60,6,90,10,0,1,1,0,1,0,0,1,1,0,0,0,0
6,5,3,2,3,200,1,100,10,0,1,1,0,1,0,0,1,0,0,0,0,0
6,2,3,1,1,100,2,100,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,2,3,1,3,50,4,95,9,0,1,0,0,1,0,1,1,1,1,0,0,1
6,4,3,1,1,150,2,100,10,0,0,0,0,1,0,0,1,0,0,0,1,0
6,2,3,0,1,54,7,97,10,0,1,0,0,1,0,0,1,1,1,0,0,0
6,2,3,1,1,150,3,100,9,0,1,0,0,1,0,1,1,1,1,0,0,0
6,4,3,1,2,50,1,100,10,0,0,0,0,1,0,0,1,0,1,0,0,0
6,3,3,1,3,50,5,96,10,0,1,1,0,1,0,1,1,1,1,0,0,0
6,1,3,1,1,59,1,100,10,0,1,0,0,1,0,1,1,1,1,0,0,0
6,2,3,1,1,46,1,100,10,0,0,1,0,1,0,1,1,1,1,0,0,0
6,2,3,1,1,60,1,100,10,0,1,0,0,1,0,1,1,1,1,0,1,0
6,4,3,1,2,70,3,87,9,0,1,1,0,1,0,1,1,1,1,0,1,0
6,4,3,2,2,65,19,95,9,0,1,0,0,1,0,1,1,0,1,0,0,0
6,2,3,0,1,50,1,100,10,0,0,1,0,1,0,0,1,1,1,0,0,0
6,2,3,1,1,47,27,94,9,0,0,0,0,0,0,0,0,0,1,0,1,1
6,2,3,1,1,45,2,100,9,0,0,0,0,1,0,1,1,0,0,0,0,0
6,2,3,1,1,39,2,80,9,0,0,1,0,1,0,1,1,0,0,0,0,0
6,2,3,1,1,49,3,73,10,0,0,1,0,1,0,1,1,0,0,0,0,0
7,2,3,1,1,80,38,95,9,0,1,0,0,1,0,1,1,1,1,0,0,0
7,3,3,2,2,120,9,91,8,0,1,0,0,1,0,1,1,1,1,0,0,0
7,4,3,1,2,55,203,78,9,0,1,1,0,1,0,0,1,0,1,0,0,0
7,4,3,1,2,55,77,82,9,0,1,0,0,1,0,0,1,0,1,1,0,0
7,2,3,1,1,29,347,87,9,0,1,0,0,0,0,0,1,0,1,1,1,0
7,4,3,1,2,22,121,85,9,0,1,0,0,1,0,0,1,1,1,1,1,0
7,2,3,1,1,55,22,91,9,0,1,0,1,1,0,1,1,1,0,0,1,0
7,2,3,0,1,3000,22,85,9,0,1,1,0,1,0,1,1,1,1,0,0,0
7,6,5,2,3,220,2,90,9,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,0,1,260,1,100,10,1,0,1,0,0,1,1,1,0,0,0,0,0
8,4,3,2,2,35,40,98,9,1,1,0,0,1,1,0,1,0,0,0,0,0
7,4,3,0,2,74,82,91,8,1,0,0,0,1,1,0,1,1,1,0,0,0
7,4,5,2,2,250,1,100,10,1,0,0,0,1,1,1,1,1,0,0,0,0
8,2,3,1,1,89,24,95,10,1,1,0,0,1,1,0,1,0,0,0,0,1
8,4,3,2,2,70,4,87,9,1,0,0,0,1,1,1,1,0,1,0,0,0
8,2,4,1,1,65,12,95,9,1,1,0,0,1,1,1,0,1,0,0,0,0
9,2,3,1,1,60,121,95,9,1,1,1,0,1,1,0,1,0,0,0,0,0
9,2,3,1,1,55,13,91,8,1,0,0,0,1,1,1,1,1,0,0,0,0
9,2,3,1,1,60,30,98,10,1,0,0,1,1,1,0,1,1,1,0,0,0
7,3,3,1,2,95,223,98,10,1,1,1,0,1,1,0,1,0,1,0,1,0
7,2,3,1,1,80,5,92,9,1,1,1,0,1,1,1,1,0,0,0,1,0
7,4,3,1,2,70,7,97,10,1,1,0,0,1,1,1,1,1,0,0,1,0
7,4,3,1,2,65,25,98,10,1,0,0,0,1,1,1,1,1,1,0,1,0
7,5,3,3,5,100,124,96,9,1,1,1,0,1,1,1,1,0,0,0,0,0
7,3,3,1,1,68,73,99,10,1,1,1,0,1,1,0,1,0,1,0,0,0
7,2,3,1,1,65,91,96,10,1,1,0,0,1,1,1,1,0,1,0,0,0
7,4,5,0,3,200,1,100,8,1,1,1,0,1,1,1,1,0,0,0,0,0
7,2,3,1,1,41,3,100,9,1,0,1,0,1,1,1,1,1,0,0,0,0
7,2,3,1,1,80,6,100,9,1,1,0,0,1,1,0,1,1,1,0,0,0
7,2,3,1,2,40,32,97,9,1,1,0,0,1,1,0,1,1,1,0,0,0
7,2,3,1,1,55,7,93,10,1,1,0,0,1,1,0,1,1,1,0,0,0
8,4,3,1,2,70,5,100,10,1,0,0,0,1,1,1,1,0,1,1,0,0
8,2,3,0,1,55,21,99,9,1,1,1,0,1,1,0,1,0,1,0,0,0
8,4,3,1,2,74,4,95,10,1,1,1,0,1,1,1,1,0,0,0,0,0
8,4,3,1,2,49,1,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
8,2,3,1,2,35,1,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
8,3,3,1,2,58,6,93,9,1,1,0,0,1,1,0,1,1,1,0,0,0
9,2,3,1,1,75,10,97,9,1,1,1,0,1,1,0,1,1,0,0,1,0
9,4,3,1,2,45,13,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
9,3,3,1,1,63,30,96,8,1,1,0,0,1,1,0,1,1,1,0,0,0
8,4,3,2,3,90,10,100,9,1,1,1,0,0,1,0,1,1,1,1,0,0
8,3,4,2,2,41,43,99,10,1,1,0,0,1,1,1,1,1,1,0,0,0
8,5,3,1,5,50,5,95,8,1,1,0,0,1,1,0,1,1,1,1,0,0
8,3,3,1,2,60,9,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
8,4,3,2,4,120,11,100,9,1,1,0,0,1,1,1,1,1,1,0,0,0
8,2,3,0,2,100,3,90,10,1,0,0,1,1,1,1,1,1,1,1,1,0
8,6,3,2,6,150,26,97,9,1,1,0,0,1,1,1,1,1,1,0,0,0
8,2,3,1,1,81,7,100,10,1,1,0,0,1,1,0,1,1,1,0,0,1
8,3,3,1,1,46,24,93,9,1,1,1,0,1,1,1,1,1,0,0,0,0
8,6,3,2,2,90,49,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
8,3,3,1,2,55,13,97,9,1,1,0,0,1,1,1,1,1,1,0,1,0
8,2,3,1,1,70,6,97,10,1,1,0,0,1,1,1,1,1,1,0,0,0
8,4,3,1,1,50,6,93,9,1,1,1,0,1,1,0,1,1,1,0,0,0
8,5,3,0,3,80,22,99,10,1,1,1,0,1,1,0,1,1,1,0,0,0
8,2,3,1,2,45,1,100,10,1,1,1,0,0,1,1,1,1,1,0,0,0
8,2,3,1,1,180,1,100,6,1,1,1,0,1,1,1,1,1,0,0,1,0
8,6,8,2,3,150,3,100,9,1,1,1,0,1,1,0,1,1,1,0,0,0
8,4,3,2,3,59,4,95,10,1,1,1,0,1,1,0,1,1,1,0,0,0
8,3,3,1,2,100,3,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
9,3,3,1,2,65,211,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
9,6,3,2,4,65,159,96,10,1,1,1,0,1,1,1,1,1,1,1,0,0
9,5,3,2,3,150,19,98,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,3,1,2,300,24,96,8,1,1,1,0,1,0,0,1,0,0,1,0,0
9,2,3,1,1,73,23,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,3,1,1,50,1,100,10,1,0,0,0,0,1,0,1,0,1,0,0,0
9,2,3,1,1,80,1,100,10,1,1,0,0,0,1,0,1,0,1,0,0,0
9,2,3,1,1,100,1,100,10,1,1,1,0,0,1,1,1,0,0,0,0,0
9,4,3,2,2,110,1,100,8,1,1,0,0,1,1,0,1,0,1,0,0,0
9,6,3,2,3,69,26,95,9,1,1,0,0,1,1,0,1,0,1,0,0,0
9,3,3,0,2,69,3,87,9,1,0,1,0,0,1,1,1,1,0,0,0,0
9,5,3,2,5,80,34,93,9,1,1,0,0,0,1,1,1,0,1,0,0,1
9,2,3,1,1,72,86,92,9,1,1,1,0,1,1,0,1,0,1,0,1,0
9,2,3,2,2,35,124,96,9,1,1,0,0,0,1,1,1,0,1,0,1,1
9,4,3,1,2,150,1,100,10,1,1,1,0,1,1,0,1,0,1,0,0,0
9,3,3,2,2,100,26,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
9,2,3,0,1,39,19,86,8,1,1,0,0,1,1,1,1,1,0,0,0,0
9,2,3,1,1,150,6,97,10,1,1,1,0,1,1,0,1,0,1,0,0,0
9,4,5,2,2,290,2,100,10,1,1,1,0,1,1,0,1,1,0,0,0,0
9,4,3,1,2,50,14,99,10,1,1,0,0,1,1,0,1,1,1,0,0,0
9,2,3,1,1,160,2,100,9,1,0,0,0,1,1,0,1,1,1,1,0,0
9,4,3,1,2,60,39,96,9,1,1,0,0,1,1,1,1,0,0,0,0,1
9,2,3,1,1,45,1,100,10,1,1,0,0,1,1,0,1,1,1,0,1,0
9,4,3,1,3,50,10,100,10,1,1,1,0,1,1,0,1,0,1,0,1,0
9,3,3,1,3,60,4,100,10,1,1,1,0,1,1,0,1,0,0,1,1,0
9,2,3,1,1,65,4,95,10,1,1,1,0,1,1,0,1,0,1,0,1,0
9,4,3,1,2,65,12,98,10,1,1,0,0,1,1,1,1,0,1,0,0,0
9,3,3,1,2,99,1,60,6,1,0,1,0,1,1,0,1,1,1,0,0,0
9,2,3,1,1,70,3,100,9,1,1,1,0,1,1,0,1,1,0,0,0,0
1,2,3,1,1,74,9,98,10,1,1,0,0,1,1,1,1,0,1,1,1,0
1,2,3,1,1,76,495,98,10,1,1,1,0,1,1,1,1,1,0,0,0,0
1,1,3,1,1,80,42,97,10,1,0,1,1,1,1,1,1,1,1,0,0,0
1,2,3,1,2,90,4,90,10,1,1,0,1,1,1,1,1,1,1,0,0,0
1,6,5,2,2,135,185,97,10,1,1,1,0,1,1,1,1,1,0,0,0,0
1,4,3,1,1,120,30,99,10,1,1,1,0,1,1,1,1,0,0,1,0,0
1,3,3,0,2,95,76,98,10,1,1,1,0,1,1,0,1,1,1,0,1,0
1,6,5,3,4,350,25,93,10,1,1,0,1,0,0,0,0,0,0,0,0,0
1,2,3,0,1,79,196,98,10,1,1,1,0,1,1,1,1,0,1,0,0,0
1,4,5,2,4,600,1,100,10,1,1,1,0,1,1,1,1,1,0,0,0,0
1,2,3,0,2,120,11,98,10,1,1,1,0,1,1,0,0,1,1,1,0,0
1,4,3,1,2,120,286,99,10,1,1,1,0,1,1,0,1,1,1,0,1,0
1,2,3,1,1,69,21,97,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,2,3,1,1,300,1,100,8,1,1,1,0,1,1,1,1,1,0,0,0,0
1,4,3,1,2,120,41,94,10,1,1,1,0,1,1,0,1,0,1,0,1,1
1,2,3,1,1,150,1,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,3,4,1,1,270,4,100,10,1,1,1,1,1,1,1,1,1,0,0,0,0
1,4,3,1,1,110,10,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,4,3,1,1,110,2,90,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,4,5,2,3,180,9,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,2,3,1,1,80,1,80,10,1,1,1,0,1,1,1,1,1,0,0,1,0
1,4,3,1,2,150,12,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
1,5,3,2,3,100,29,96,10,1,1,1,0,1,1,0,1,1,1,0,1,0
1,4,4,1,2,62,11,96,9,1,1,0,0,1,1,1,1,1,0,0,0,1
1,4,5,2,3,120,7,100,10,1,1,1,0,1,1,1,1,0,1,0,0,0
1,4,3,1,2,80,14,99,10,1,1,0,0,1,1,0,1,1,1,1,0,0
1,4,3,2,1,100,1,100,10,1,1,0,0,1,1,1,1,1,1,0,0,0
1,4,3,2,3,140,1,80,10,1,1,1,0,1,1,0,1,1,1,0,1,0
1,4,3,1,1,74,2,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,4,5,3,3,300,1,80,8,1,1,1,0,1,1,1,1,1,0,0,0,0
2,5,5,3,3,170,102,97,10,1,1,0,0,1,1,1,1,1,1,0,0,0
2,3,3,1,2,45,8,93,9,1,0,1,0,1,1,1,1,1,1,0,0,0
2,3,3,1,3,68,327,93,10,1,1,1,0,1,1,1,1,0,1,0,1,0
2,8,8,3,7,129,15,96,8,1,1,1,0,1,1,1,1,0,1,0,1,0
2,4,3,1,3,57,54,94,9,1,1,1,0,1,1,1,1,0,1,0,0,0
2,4,3,1,2,50,81,97,10,1,1,0,0,1,1,0,1,1,1,0,0,1
2,4,5,2,2,51,28,95,9,1,1,0,1,1,1,1,1,1,1,0,0,0
2,2,3,1,1,78,15,83,8,1,0,1,1,1,1,1,1,1,1,0,0,0
2,2,3,0,2,45,88,96,9,1,1,0,0,1,1,0,1,1,1,1,0,0
2,4,3,1,2,45,24,90,9,1,1,1,0,1,1,0,1,1,1,0,1,0
2,2,3,1,1,35,48,98,9,1,1,1,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,100,1,100,6,1,1,0,0,1,1,0,1,1,1,1,0,0
2,4,5,2,2,109,79,95,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,2,3,0,1,59,239,97,9,1,1,1,0,1,1,0,1,0,1,0,0,1
2,2,3,0,1,59,218,96,10,1,1,1,0,1,1,0,1,0,1,0,0,1
2,3,3,1,2,45,87,97,10,1,1,1,0,1,1,1,1,1,0,0,0,0
2,6,3,1,1,200,60,97,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,49,127,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,2,3,1,1,45,80,97,9,1,1,1,0,0,1,1,1,0,1,1,0,0
2,2,3,1,2,150,3,93,6,1,1,0,0,1,1,0,1,1,1,1,0,0
2,2,3,1,1,49,19,95,9,1,0,1,0,1,1,0,1,1,1,0,0,1
2,4,3,1,2,80,2,100,8,1,1,0,0,1,1,1,1,1,1,0,0,0
2,4,3,1,2,45,93,97,10,1,1,1,0,1,1,1,1,0,1,0,0,0
2,6,5,2,3,60,26,88,9,1,1,1,0,1,1,0,1,1,1,0,0,0
2,2,3,1,1,75,9,98,9,1,1,1,0,1,1,0,1,0,1,1,1,0
2,2,3,1,1,71,112,97,10,1,1,1,0,1,1,1,1,0,1,0,0,0
2,3,3,1,1,266,1,100,10,1,1,1,0,1,1,0,1,1,1,0,1,0
2,3,4,1,1,120,64,97,10,1,1,0,0,1,1,1,1,1,1,0,1,0
2,3,3,1,1,89,1,100,10,1,1,0,0,1,1,0,1,1,1,1,0,0
2,2,3,1,1,75,1,100,10,1,1,0,0,1,1,1,1,1,1,0,1,0
2,3,3,1,1,38,23,98,9,1,1,1,0,1,1,1,1,0,1,0,0,0
2,4,3,1,2,149,23,97,9,1,1,0,0,1,1,1,1,1,1,0,0,0
2,4,3,1,1,23,15,92,9,1,1,1,0,1,1,0,1,1,1,0,0,0
2,2,3,0,1,50,43,96,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,4,5,1,2,90,2,100,10,1,1,1,0,1,1,0,1,1,1,0,1,0
2,5,5,1,1,55,5,100,9,1,1,0,0,1,1,1,1,1,1,0,0,0
2,2,3,0,1,60,60,91,9,1,1,1,0,1,1,1,1,0,1,0,1,0
2,2,3,1,1,37,95,96,9,1,1,0,0,1,1,1,1,1,1,0,0,0
2,4,3,1,1,70,2,90,10,1,1,1,0,1,1,1,1,1,0,0,0,0
2,6,5,2,3,95,35,97,10,1,1,1,0,1,1,0,1,1,1,0,1,0
2,7,3,2,6,79,17,96,10,1,1,0,0,1,1,1,1,1,1,0,0,0
2,4,5,2,2,100,8,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,2,3,0,1,49,2,100,10,1,1,0,0,1,1,1,1,1,1,0,0,0
2,3,3,1,2,250,1,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,70,2,100,10,1,1,1,0,1,1,1,1,1,0,0,1,0
2,2,3,1,1,60,1,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
2,3,3,1,2,50,3,100,9,1,1,0,0,1,1,1,1,1,1,0,0,0
3,2,3,1,1,150,36,99,10,1,1,1,0,1,1,0,1,1,1,0,0,0
3,2,3,1,1,69,163,94,10,1,1,1,0,1,1,0,1,1,1,0,0,0
3,4,3,1,1,100,2,90,10,1,1,1,0,1,1,1,1,1,0,0,1,0
3,4,5,2,3,140,107,96,10,1,1,1,0,1,1,0,1,1,1,0,0,0
3,2,3,0,1,56,6,100,10,1,1,1,0,1,1,0,1,1,1,0,0,0
3,2,3,1,1,90,175,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
7,2,3,0,1,58,403,90,9,1,1,1,0,1,1,0,1,1,1,0,0,0
7,5,3,1,2,50,15,91,10,1,1,1,0,1,1,1,1,1,0,0,0,0
7,2,3,1,1,70,83,99,10,1,1,1,0,1,1,1,1,1,0,0,0,0
7,4,3,2,4,62,55,95,9,1,1,0,0,1,1,1,1,1,1,0,0,0
7,2,3,1,1,65,10,98,10,1,1,1,0,1,1,1,1,1,0,0,0,0
7,4,3,1,2,50,24,93,9,1,1,0,1,1,1,1,1,1,0,0,1,1
7,5,3,1,3,79,32,97,9,1,1,1,0,1,1,0,1,1,1,0,0,0
7,2,3,1,1,70,12,98,10,1,1,1,0,1,1,1,1,0,1,0,0,0
7,3,3,1,1,95,9,98,9,1,1,0,0,1,1,0,1,1,1,1,0,0
7,2,3,1,1,39,2,100,10,1,1,0,0,1,1,1,1,1,1,0,0,0
7,2,3,0,1,50,63,98,10,1,1,1,0,1,1,0,1,1,1,0,0,0
7,2,3,1,1,90,20,99,10,1,1,0,0,1,1,1,1,1,1,0,1,0
7,2,3,1,1,59,10,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,3,1,2,200,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,1,1,115,7,100,10,1,1,0,0,0,1,0,1,0,0,0,0,0
8,4,3,2,3,145,3,67,10,1,0,0,0,1,1,1,1,0,0,0,0,0
8,3,3,2,2,175,5,90,8,1,1,0,0,1,1,0,1,1,0,0,0,0
8,4,3,2,3,85,18,98,10,1,1,0,0,1,1,1,1,0,0,0,0,0
8,2,3,0,1,50,42,97,10,1,1,1,0,0,1,1,1,0,0,0,1,0
8,2,3,1,1,45,58,88,9,1,1,0,0,1,1,0,1,0,1,0,0,0
7,4,3,1,2,59,6,87,9,1,1,1,0,1,1,1,1,0,0,0,0,0
8,3,3,1,1,43,27,95,10,1,1,0,0,1,1,1,1,1,1,1,0,0
8,3,3,1,3,60,19,97,9,1,1,0,0,1,1,1,1,1,1,1,0,0
8,4,3,2,2,72,5,100,10,1,1,1,0,1,1,1,1,1,1,0,0,0
8,4,3,2,2,53,38,98,10,1,1,1,0,1,1,1,1,1,1,1,1,0
8,3,3,1,2,52,14,95,10,1,1,1,0,1,1,1,1,1,0,1,0,1
8,4,3,1,1,138,31,95,10,1,1,1,0,1,1,1,1,1,1,1,0,0
8,6,3,2,3,85,41,98,10,1,1,1,0,1,1,1,1,1,1,1,1,0
8,4,3,2,3,170,5,100,10,1,0,0,0,1,0,1,1,0,1,0,0,0
8,5,3,1,3,65,38,83,8,1,1,0,0,1,0,0,1,1,0,0,0,0
8,3,15,10,16,200,5,100,7,1,1,0,0,0,0,0,1,0,1,0,1,1
8,3,3,1,2,35,46,90,8,1,1,0,0,1,0,1,1,0,0,0,0,0
8,7,5,2,5,89,68,88,8,1,1,1,0,1,0,0,1,0,0,0,0,0
8,7,5,2,5,89,71,91,8,1,1,1,0,1,0,0,1,0,1,0,0,0
8,3,3,1,2,100,4,100,10,1,1,0,0,1,0,0,1,1,1,0,0,0
8,2,3,1,2,80,3,87,10,1,0,1,1,1,0,1,1,1,0,0,0,0
8,4,3,1,2,90,1,80,10,1,0,0,0,1,0,1,1,1,1,0,0,0
8,2,3,1,1,67,34,97,10,1,1,0,0,1,0,0,1,1,1,0,0,0
8,4,3,1,2,48,13,97,10,1,1,1,0,1,0,0,1,0,1,0,0,0
8,3,3,2,2,70,66,84,9,1,1,0,0,1,0,1,1,1,0,0,0,0
8,3,3,0,2,57,167,95,9,0,1,1,0,1,1,0,1,0,1,0,0,0
8,4,3,1,2,49,49,91,8,1,1,1,0,1,0,0,1,0,1,0,0,0
8,4,3,1,2,69,19,86,8,1,0,0,0,1,0,1,0,1,1,1,0,0
8,3,3,1,2,65,5,84,8,1,1,0,0,1,0,0,1,1,1,0,0,0
8,4,3,1,2,60,13,88,8,1,1,1,0,1,0,0,1,0,1,0,0,0
8,7,5,3,7,89,80,89,8,1,1,1,0,1,0,0,1,0,1,0,0,0
8,6,5,2,4,155,3,100,10,1,0,1,0,1,0,1,1,1,1,0,0,0
8,2,3,1,2,80,26,98,10,1,1,0,0,1,0,1,1,1,1,0,0,0
8,4,3,2,2,113,21,94,10,1,0,1,0,1,0,1,1,1,1,0,0,0
8,3,3,1,1,250,4,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
8,3,3,1,2,59,49,98,9,1,1,0,0,1,0,1,1,1,1,0,0,0
8,4,3,1,1,160,2,100,8,1,1,0,0,1,0,1,1,1,1,0,0,0
8,4,3,1,1,59,198,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
8,2,3,1,1,55,75,95,9,1,1,1,0,1,0,0,1,1,1,0,0,0
8,4,3,1,2,120,1,100,10,1,1,1,0,1,0,1,1,1,0,0,0,0
8,4,3,1,2,65,18,96,9,1,1,1,0,1,0,0,1,1,1,0,0,0
8,4,3,1,2,70,2,100,9,1,0,1,0,1,0,1,1,1,1,0,0,0
8,4,3,1,2,31,59,97,8,1,1,0,0,1,0,1,1,1,1,0,0,0
8,3,3,0,2,49,71,98,10,1,1,0,0,1,0,1,1,1,1,0,0,0
8,3,3,0,2,50,105,97,9,1,1,1,0,1,0,1,1,0,1,0,1,0
8,4,3,1,4,50,75,84,8,1,1,1,0,1,0,0,1,1,1,0,1,0
8,4,3,1,2,50,74,90,9,1,1,1,0,1,0,0,1,1,1,0,1,0
8,3,3,1,3,45,2,100,10,1,0,0,0,1,0,1,1,1,1,1,0,0
8,4,3,1,2,99,2,100,10,1,1,1,0,1,0,1,1,1,0,0,0,0
8,6,5,2,3,180,8,98,9,1,1,1,0,1,0,0,1,1,1,0,0,0
8,1,3,1,1,45,24,87,9,1,1,1,0,1,0,0,1,1,1,0,0,0
8,2,3,1,1,60,3,100,9,1,1,1,0,1,0,1,1,1,0,0,0,0
8,2,3,1,1,49,168,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
8,5,3,1,3,60,47,99,9,1,1,0,1,1,0,1,1,1,1,0,1,0
8,4,3,1,2,60,46,92,9,1,1,1,0,1,0,0,1,1,1,0,0,0
8,4,3,1,2,55,99,97,10,1,1,1,0,1,0,1,1,1,1,0,0,0
8,4,3,1,2,100,14,96,9,1,1,1,1,1,0,1,1,1,1,0,0,0
